title,description,category,languageType,mediaURL,text
Jalan Somba Opu,"Salah satu kawasan kuliner terkenal di Makassar, menawarkan berbagai makanan tradisional, seperti Konro dan Ikan Bakar.",Wisata Nusantara,Makassar,,"Jalan Somba Opu Salah satu kawasan kuliner terkenal di Makassar, menawarkan berbagai makanan tradisional, seperti Konro dan Ikan Bakar."
Pasar Malam Makassar,"Pasar malam yang menyajikan berbagai makanan lokal, termasuk jajanan kaki lima seperti Pisang Epe dan Es Pallu Butung.",Wisata Nusantara,Makassar,,"Pasar Malam Makassar Pasar malam yang menyajikan berbagai makanan lokal, termasuk jajanan kaki lima seperti Pisang Epe dan Es Pallu Butung."
Masjid Al-Markaz Al-Islami,"Masjid terbesar di Makassar dengan arsitektur modern dan megah, sering dijadikan tempat kegiatan keagamaan dan pendidikan.",Wisata Nusantara,Makassar,,"Masjid Al-Markaz Al-Islami Masjid terbesar di Makassar dengan arsitektur modern dan megah, sering dijadikan tempat kegiatan keagamaan dan pendidikan."
Vihara Dhammasaba,"Vihara Buddha yang indah dan tenang, sering dikunjungi untuk meditasi dan berdoa.",Wisata Nusantara,Makassar,,"Vihara Dhammasaba Vihara Buddha yang indah dan tenang, sering dikunjungi untuk meditasi dan berdoa."
Gereja Katedral Makassar,"Gereja Katolik yang merupakan tempat ibadah bersejarah di Makassar, dengan arsitektur yang mencolok.",Wisata Nusantara,Makassar,,"Gereja Katedral Makassar Gereja Katolik yang merupakan tempat ibadah bersejarah di Makassar, dengan arsitektur yang mencolok."
Afa',Karena,Bahasa Nusantara,Makassar,,Afa' Karena
Afi,Api,Bahasa Nusantara,Makassar,,Afi Api
Aru',Rumput,Bahasa Nusantara,Makassar,,Aru' Rumput
Afung,Kabut,Bahasa Nusantara,Makassar,,Afung Kabut
Aje,Kaki,Bahasa Nusantara,Makassar,,Aje Kaki
Akkaju,Sayur,Bahasa Nusantara,Makassar,,Akkaju Sayur
Abbeang,Buang,Bahasa Nusantara,Makassar,,Abbeang Buang
Aku',Kalau,Bahasa Nusantara,Makassar,,Aku' Kalau
Andreang,Lauk pauk,Bahasa Nusantara,Makassar,,Andreang Lauk pauk
Ana',Anak,Bahasa Nusantara,Makassar,,Ana' Anak
Alekke',Pinggang,Bahasa Nusantara,Makassar,,Alekke' Pinggang
Anculi,Telinga,Bahasa Nusantara,Makassar,,Anculi Telinga
Angkalina,Dengar,Bahasa Nusantara,Makassar,,Angkalina Dengar
Ambe',Ayah,Bahasa Nusantara,Makassar,,Ambe' Ayah
Assara,Sore,Bahasa Nusantara,Makassar,,Assara Sore
Ateang,Larang,Bahasa Nusantara,Makassar,,Ateang Larang
Ate',Hati,Bahasa Nusantara,Makassar,,Ate' Hati
Ato',Kakek,Bahasa Nusantara,Makassar,,Ato' Kakek
Attelo,Telur,Bahasa Nusantara,Makassar,,Attelo Telur
Aseng,Nama,Bahasa Nusantara,Makassar,,Aseng Nama
Babbua,Perut,Bahasa Nusantara,Makassar,,Babbua Perut
Bahine,Istri,Bahasa Nusantara,Makassar,,Bahine Istri
Bale,Ikan,Bahasa Nusantara,Makassar,,Bale Ikan
Beppa,Kue,Bahasa Nusantara,Makassar,,Beppa Kue
Bangi,Pipi,Bahasa Nusantara,Makassar,,Bangi Pipi
Berre,Beras,Bahasa Nusantara,Makassar,,Berre Beras
Barani,Berani,Bahasa Nusantara,Makassar,,Barani Berani
Bere,Beri,Bahasa Nusantara,Makassar,,Bere Beri
Bilang,Hitung,Bahasa Nusantara,Makassar,,Bilang Hitung
Baro-baro,Dada,Bahasa Nusantara,Makassar,,Baro-baro Dada
Bimbala,Domba,Bahasa Nusantara,Makassar,,Bimbala Domba
Boro,Kembung,Bahasa Nusantara,Makassar,,Boro Kembung
Bosi,Hujan,Bahasa Nusantara,Makassar,,Bosi Hujan
Bingkung,Cangkul,Bahasa Nusantara,Makassar,,Bingkung Cangkul
Boko,Punggung,Bahasa Nusantara,Makassar,,Boko Punggung
Bombang,Ombak,Bahasa Nusantara,Makassar,,Bombang Ombak
Bissa,Cuci,Bahasa Nusantara,Makassar,,Bissa Cuci
Bola,Rumah,Bahasa Nusantara,Makassar,,Bola Rumah
Bittara,Bintang,Bahasa Nusantara,Makassar,,Bittara Bintang
Bulu',Gunung,Bahasa Nusantara,Makassar,,Bulu' Gunung
Cani',Madu,Bahasa Nusantara,Makassar,,Cani' Madu
Cakke,Ranting,Bahasa Nusantara,Makassar,,Cakke Ranting
Cimbulo,Hijau,Bahasa Nusantara,Makassar,,Cimbulo Hijau
Coppo',Atap,Bahasa Nusantara,Makassar,,Coppo' Atap
Cempa,Asam,Bahasa Nusantara,Makassar,,Cempa Asam
Dafo',Tungku,Bahasa Nusantara,Makassar,,Dafo' Tungku
Dena',Tidak,Bahasa Nusantara,Makassar,,Dena' Tidak
Dafureng,"Tempat tungku, Dapur",Bahasa Nusantara,Makassar,,"Dafureng Tempat tungku, Dapur"
Dibajae,Lusa,Bahasa Nusantara,Makassar,,Dibajae Lusa
Difasiala,Bertunangan,Bahasa Nusantara,Makassar,,Difasiala Bertunangan
Di,Pada,Bahasa Nusantara,Makassar,,Di Pada
Diaha,Bawah,Bahasa Nusantara,Makassar,,Diaha Bawah
Diasѐ,Di atas,Bahasa Nusantara,Makassar,,Diasѐ Di atas
Ditti,Miring,Bahasa Nusantara,Makassar,,Ditti Miring
Ele',Pagi,Bahasa Nusantara,Makassar,,Ele' Pagi
Ellong,Leher,Bahasa Nusantara,Makassar,,Ellong Leher
Esso',Siang,Bahasa Nusantara,Makassar,,Esso' Siang
Eppo,Cucu,Bahasa Nusantara,Makassar,,Eppo Cucu
Elong,Menyanyi,Bahasa Nusantara,Makassar,,Elong Menyanyi
Emmĕ,Telan,Bahasa Nusantara,Makassar,,Emmĕ Telan
Eddi,Hari ini,Bahasa Nusantara,Makassar,,Eddi Hari ini
Fabbura,Obat,Bahasa Nusantara,Makassar,,Fabbura Obat
Faggalung,Buruh,Bahasa Nusantara,Makassar,,Faggalung Buruh
Fajjelo,Telunjuk,Bahasa Nusantara,Makassar,,Fajjelo Telunjuk
Falesye,Bujuk,Bahasa Nusantara,Makassar,,Falesye Bujuk
Falippaling,Lengan,Bahasa Nusantara,Makassar,,Falippaling Lengan
Fammeng,Nelayan,Bahasa Nusantara,Makassar,,Fammeng Nelayan
Fance,Rendah,Bahasa Nusantara,Makassar,,Fance Rendah
Fassiriseng,Pemalu,Bahasa Nusantara,Makassar,,Fassiriseng Pemalu
Fanni,Sayap,Bahasa Nusantara,Makassar,,Fanni Sayap
Feddi,Sakit,Bahasa Nusantara,Makassar,,Feddi Sakit
Fefe,Bisu,Bahasa Nusantara,Makassar,,Fefe Bisu
Feca',Bubur,Bahasa Nusantara,Makassar,,Feca' Bubur
Fole,"Dari, Datang",Bahasa Nusantara,Makassar,,"Fole Dari, Datang"
Fenne,Piring,Bahasa Nusantara,Makassar,,Fenne Piring
Ferring,Bambu,Bahasa Nusantara,Makassar,,Ferring Bambu
Ferru,Usus,Bahasa Nusantara,Makassar,,Ferru Usus
Fettu,Putus,Bahasa Nusantara,Makassar,,Fettu Putus
Fong,Pohon,Bahasa Nusantara,Makassar,,Fong Pohon
Finsang,Pingsan,Bahasa Nusantara,Makassar,,Finsang Pingsan
Fiso,Pisau,Bahasa Nusantara,Makassar,,Fiso Pisau
Fongko',Pinggul,Bahasa Nusantara,Makassar,,Fongko' Pinggul
Fuse',Keringat,Bahasa Nusantara,Makassar,,Fuse' Keringat
Fute,Putih,Bahasa Nusantara,Makassar,,Fute Putih
Futtanang,Daratan,Bahasa Nusantara,Makassar,,Futtanang Daratan
Foppang,Paha,Bahasa Nusantara,Makassar,,Foppang Paha
Gahu,Biru,Bahasa Nusantara,Makassar,,Gahu Biru
Gondolo,Botak,Bahasa Nusantara,Makassar,,Gondolo Botak
Gunturu,Guntur,Bahasa Nusantara,Makassar,,Gunturu Guntur
Gading,Gelang,Bahasa Nusantara,Makassar,,Gading Gelang
Gumbang,Tempayan,Bahasa Nusantara,Makassar,,Gumbang Tempayan
Haju,Baju,Bahasa Nusantara,Makassar,,Haju Baju
Herrung,Tipu,Bahasa Nusantara,Makassar,,Herrung Tipu
Haru,Bara,Bahasa Nusantara,Makassar,,Haru Bara
Huleng,Bulan,Bahasa Nusantara,Makassar,,Huleng Bulan
Hiring,Pinggir,Bahasa Nusantara,Makassar,,Hiring Pinggir
Hiring Tasi,Pantai,Bahasa Nusantara,Makassar,,Hiring Tasi Pantai
Hidi',Kita,Bahasa Nusantara,Makassar,,Hidi' Kita
Hettu Fella,Musim Panas,Bahasa Nusantara,Makassar,,Hettu Fella Musim Panas
Halua',Rambut,Bahasa Nusantara,Makassar,,Halua' Rambut
Hellung,Awan,Bahasa Nusantara,Makassar,,Hellung Awan
Henni,Malam,Bahasa Nusantara,Makassar,,Henni Malam
Hua,Buah,Bahasa Nusantara,Makassar,,Hua Buah
Iga,Siapa,Bahasa Nusantara,Makassar,,Iga Siapa
Ihe,Bibir,Bahasa Nusantara,Makassar,,Ihe Bibir
Iko,"Engkau, Kamu",Bahasa Nusantara,Makassar,,"Iko Engkau, Kamu"
Inung,Minum,Bahasa Nusantara,Makassar,,Inung Minum
Indo',Ibu,Bahasa Nusantara,Makassar,,Indo' Ibu
Ita',Lihat,Bahasa Nusantara,Makassar,,Ita' Lihat
Iya',Saya,Bahasa Nusantara,Makassar,,Iya' Saya
Inge',Hidung,Bahasa Nusantara,Makassar,,Inge' Hidung
Jaji,Lahir,Bahasa Nusantara,Makassar,,Jaji Lahir
Jello,Tunjuk,Bahasa Nusantara,Makassar,,Jello Tunjuk
Jompang,Lumbung,Bahasa Nusantara,Makassar,,Jompang Lumbung
Jonga,Rusa,Bahasa Nusantara,Makassar,,Jonga Rusa
Jina,Musang,Bahasa Nusantara,Makassar,,Jina Musang
Kafala,"Kepala, Ketua",Bahasa Nusantara,Makassar,,"Kafala Kepala, Ketua"
Karemmo,Genggam,Bahasa Nusantara,Makassar,,Karemmo Genggam
Kalibampa,Kupu-kupu,Bahasa Nusantara,Makassar,,Kalibampa Kupu-kupu
Kaliki,Pepaya,Bahasa Nusantara,Makassar,,Kaliki Pepaya
Katulu-tulu,Mimpi,Bahasa Nusantara,Makassar,,Katulu-tulu Mimpi
Kabuttu,Tulang,Bahasa Nusantara,Makassar,,Kabuttu Tulang
Kondo-kondo,Ungu,Bahasa Nusantara,Makassar,,Kondo-kondo Ungu
Kessi',Pasir,Bahasa Nusantara,Makassar,,Kessi' Pasir
Labu,Terbenam,Bahasa Nusantara,Makassar,,Labu Terbenam
Laiya,Jahe,Bahasa Nusantara,Makassar,,Laiya Jahe
Lakkai,Suami,Bahasa Nusantara,Makassar,,Lakkai Suami
Laleng,Jalan,Bahasa Nusantara,Makassar,,Laleng Jalan
Ladang,Cabai,Bahasa Nusantara,Makassar,,Ladang Cabai
Lange,Berenang,Bahasa Nusantara,Makassar,,Lange Berenang
Lippesang,Lepas,Bahasa Nusantara,Makassar,,Lippesang Lepas
Lempe,Banjir,Bahasa Nusantara,Makassar,,Lempe Banjir
Lofi,Perahu,Bahasa Nusantara,Makassar,,Lofi Perahu
Luttu,Terbang,Bahasa Nusantara,Makassar,,Luttu Terbang
Maccekkeng,Jongkok,Bahasa Nusantara,Makassar,,Maccekkeng Jongkok
Maddare,Ladang,Bahasa Nusantara,Makassar,,Maddare Ladang
Magatti,Cepat,Bahasa Nusantara,Makassar,,Magatti Cepat
Mafintara,Pintar,Bahasa Nusantara,Makassar,,Mafintara Pintar
Maferri,Sulit,Bahasa Nusantara,Makassar,,Maferri Sulit
Mafai,Pahit,Bahasa Nusantara,Makassar,,Mafai Pahit
Makemmu,Hangat,Bahasa Nusantara,Makassar,,Makemmu Hangat
Malolo,Muda,Bahasa Nusantara,Makassar,,Malolo Muda
Malabo,Boros,Bahasa Nusantara,Makassar,,Malabo Boros
Masagga,Ramah,Bahasa Nusantara,Makassar,,Masagga Ramah
Masyakka,Bersih,Bahasa Nusantara,Makassar,,Masyakka Bersih
Mataesso,Fajar,Bahasa Nusantara,Makassar,,Mataesso Fajar
Mabela,Jauh,Bahasa Nusantara,Makassar,,Mabela Jauh
Maitta,Lama,Bahasa Nusantara,Makassar,,Maitta Lama
Maiccu,Kecil,Bahasa Nusantara,Makassar,,Maiccu Kecil
Makecce',Dingin,Bahasa Nusantara,Makassar,,Makecce' Dingin
Makkundrai,Perempuan,Bahasa Nusantara,Makassar,,Makkundrai Perempuan
Masingkang,Sehat,Bahasa Nusantara,Makassar,,Masingkang Sehat
Nandre,Nasi,Bahasa Nusantara,Makassar,,Nandre Nasi
Neno,Turun,Bahasa Nusantara,Makassar,,Neno Turun
Nyaha,Nafas,Bahasa Nusantara,Makassar,,Nyaha Nafas
Na,Dan,Bahasa Nusantara,Makassar,,Na Dan
Ondrong,Tempat,Bahasa Nusantara,Makassar,,Ondrong Tempat
Olokkolo',Binatang,Bahasa Nusantara,Makassar,,Olokkolo' Binatang
Pejje,Garam,Bahasa Nusantara,Makassar,,Pejje Garam
Pelafong,Langit-langit,Bahasa Nusantara,Makassar,,Pelafong Langit-langit
Raung,Daun,Bahasa Nusantara,Makassar,,Raung Daun
Rici-rici,Gerimis,Bahasa Nusantara,Makassar,,Rici-rici Gerimis
Rumpu,Asap,Bahasa Nusantara,Makassar,,Rumpu Asap
Ruane,Laki-laki,Bahasa Nusantara,Makassar,,Ruane Laki-laki
Rui',Tarik,Bahasa Nusantara,Makassar,,Rui' Tarik
Sadang,Dagu,Bahasa Nusantara,Makassar,,Sadang Dagu
Salifi,Sabuk,Bahasa Nusantara,Makassar,,Salifi Sabuk
Salo',Sungai,Bahasa Nusantara,Makassar,,Salo' Sungai
Salora,Celana,Bahasa Nusantara,Makassar,,Salora Celana
Sappo,Pagar,Bahasa Nusantara,Makassar,,Sappo Pagar
Sissi,Nyamuk,Bahasa Nusantara,Makassar,,Sissi Nyamuk
Sindru,Sendok,Bahasa Nusantara,Makassar,,Sindru Sendok
Semme,Gerhana,Bahasa Nusantara,Makassar,,Semme Gerhana
Sikolaq,Coklat,Bahasa Nusantara,Makassar,,Sikolaq Coklat
Syella',Merah,Bahasa Nusantara,Makassar,,Syella' Merah
Takkini,Terkejut,Bahasa Nusantara,Makassar,,Takkini Terkejut
Tange,Pintu,Bahasa Nusantara,Makassar,,Tange Pintu
Tarahulle,Pelangi,Bahasa Nusantara,Makassar,,Tarahulle Pelangi
Tangga,Tengah,Bahasa Nusantara,Makassar,,Tangga Tengah
Tau,Orang,Bahasa Nusantara,Makassar,,Tau Orang
Tauero,Mereka,Bahasa Nusantara,Makassar,,Tauero Mereka
Tindro,Tidur,Bahasa Nusantara,Makassar,,Tindro Tidur
Teneng,Benar,Bahasa Nusantara,Makassar,,Teneng Benar
Tuo,Hidup,Bahasa Nusantara,Makassar,,Tuo Hidup
Timo,Timur,Bahasa Nusantara,Makassar,,Timo Timur
Uhae,Air,Bahasa Nusantara,Makassar,,Uhae Air
Uli',Kulit,Bahasa Nusantara,Makassar,,Uli' Kulit
Uhani,Lebah,Bahasa Nusantara,Makassar,,Uhani Lebah
Ure',"Akar, Urat",Bahasa Nusantara,Makassar,,"Ure' Akar, Urat"
Using,Arang,Bahasa Nusantara,Makassar,,Using Arang
Ute',Otak,Bahasa Nusantara,Makassar,,Ute' Otak
Ulu,Kepala,Bahasa Nusantara,Makassar,,Ulu Kepala
Utti,Pisang,Bahasa Nusantara,Makassar,,Utti Pisang
Ulaheng,Emas,Bahasa Nusantara,Makassar,,Ulaheng Emas
Ulango,Geraham,Bahasa Nusantara,Makassar,,Ulango Geraham
Wakkele,Wakil,Bahasa Nusantara,Makassar,,Wakkele Wakil
Yamaneng,Semua,Bahasa Nusantara,Makassar,,Yamaneng Semua
Narekko na' mappakalebbiri,Saya pergi ke pasar.,Bahasa Nusantara,Makassar,,Narekko na' mappakalebbiri Saya pergi ke pasar.
"Ittoro ri'na, mappakale'",Mereka sedang bekerja.,Bahasa Nusantara,Makassar,,"Ittoro ri'na, mappakale' Mereka sedang bekerja."
"La'ba na to'oa, mappasi-pasi",Jangan lupa membawa makanan.,Bahasa Nusantara,Makassar,,"La'ba na to'oa, mappasi-pasi Jangan lupa membawa makanan."
"Angeng na tau, pasori na karappa",Orang itu sangat baik hati.,Bahasa Nusantara,Makassar,,"Angeng na tau, pasori na karappa Orang itu sangat baik hati."
"Nai' na iwai, makkalao mappukuli",Anak itu sedang bermain bola.,Bahasa Nusantara,Makassar,,"Nai' na iwai, makkalao mappukuli Anak itu sedang bermain bola."
Mau' makmurang ri temmoro,Kami akan bertemu di rumah.,Bahasa Nusantara,Makassar,,Mau' makmurang ri temmoro Kami akan bertemu di rumah.
"Na' ma'deppang, sukka na ilalang","Anda harus berhati-hati, jalan itu licin.",Bahasa Nusantara,Makassar,,"Na' ma'deppang, sukka na ilalang Anda harus berhati-hati, jalan itu licin."
"Teddi ri ati, tonra makbengngang",Saya merasa senang bertemu dengan Anda.,Bahasa Nusantara,Makassar,,"Teddi ri ati, tonra makbengngang Saya merasa senang bertemu dengan Anda."
"Bulo'na lakbuan, mappakarre'",Dia sedang mencari ikan di sungai.,Bahasa Nusantara,Makassar,,"Bulo'na lakbuan, mappakarre' Dia sedang mencari ikan di sungai."
"A'no makkunrai, ma'de'buang",Dia seorang wanita yang sangat cantik.,Bahasa Nusantara,Makassar,,"A'no makkunrai, ma'de'buang Dia seorang wanita yang sangat cantik."
"Tabe, mappagimangngi si tompobbu","Maaf, saya akan datang sebentar lagi.",Bahasa Nusantara,Makassar,,"Tabe, mappagimangngi si tompobbu Maaf, saya akan datang sebentar lagi."
"Bari sinrang, mettu' na lawang","Tempat ini sangat ramai, penuh dengan orang.",Bahasa Nusantara,Makassar,,"Bari sinrang, mettu' na lawang Tempat ini sangat ramai, penuh dengan orang."
"Appa' na ri'na, sakkareang",Dimana anak saya? Dia sedang bermain dengan teman-temannya.,Bahasa Nusantara,Makassar,,"Appa' na ri'na, sakkareang Dimana anak saya? Dia sedang bermain dengan teman-temannya."
"Sesuai dengan jangka, pulangko rianra","Sesuai dengan rencana, saya akan pulang besok.",Bahasa Nusantara,Makassar,,"Sesuai dengan jangka, pulangko rianra Sesuai dengan rencana, saya akan pulang besok."
"Tabe, angeng na tau' makassar","Maaf, apakah ini orang Makassar?",Bahasa Nusantara,Makassar,,"Tabe, angeng na tau' makassar Maaf, apakah ini orang Makassar?"
"Ri tengah samaturu, napasaga","Di tengah pasar, dia sedang berbelanja.",Bahasa Nusantara,Makassar,,"Ri tengah samaturu, napasaga Di tengah pasar, dia sedang berbelanja."
"Anjo ri pacce'-pacce', mappafaji","Ayo bergegas, waktunya hampir habis.",Bahasa Nusantara,Makassar,,"Anjo ri pacce'-pacce', mappafaji Ayo bergegas, waktunya hampir habis."
Nare'ko riala ri kampung,Saya tinggal di desa ini.,Bahasa Nusantara,Makassar,,Nare'ko riala ri kampung Saya tinggal di desa ini.
"Ikko' ri na' ilalang, nakatakkang ringko'","Anda harus berhati-hati di jalanan itu, licin sekali.",Bahasa Nusantara,Makassar,,"Ikko' ri na' ilalang, nakatakkang ringko' Anda harus berhati-hati di jalanan itu, licin sekali."
"Mato'na ri'na, na' ratu",Apakah dia sudah pulang?,Bahasa Nusantara,Makassar,,"Mato'na ri'na, na' ratu Apakah dia sudah pulang?"
"Sibbatu, apale ri padda anginnya","Tenang, kita akan sampai tujuan tepat waktu.",Bahasa Nusantara,Makassar,,"Sibbatu, apale ri padda anginnya Tenang, kita akan sampai tujuan tepat waktu."
"Na'pe ri tabe, napandangi ri baliang","Tolong, aku ingin melihat lebih dekat.",Bahasa Nusantara,Makassar,,"Na'pe ri tabe, napandangi ri baliang Tolong, aku ingin melihat lebih dekat."
"Teddi' ri makkunrai, bulo' rimmu",Senang sekali bisa bertemu dengan wanita itu.,Bahasa Nusantara,Makassar,,"Teddi' ri makkunrai, bulo' rimmu Senang sekali bisa bertemu dengan wanita itu."
"Pa'ju' ri pesona, pasitu'na lakko",Mari kita pergi bersama.,Bahasa Nusantara,Makassar,,"Pa'ju' ri pesona, pasitu'na lakko Mari kita pergi bersama."
"Sammaturu na tau, simpangi na lakka’","Berhati-hati, jangan terganggu.",Bahasa Nusantara,Makassar,,"Sammaturu na tau, simpangi na lakka’ Berhati-hati, jangan terganggu."
"Rimpa'ko ri laut, angoi ma'bati","Saya pergi ke laut, mencari ikan.",Bahasa Nusantara,Makassar,,"Rimpa'ko ri laut, angoi ma'bati Saya pergi ke laut, mencari ikan."
"Ayo, kumpulna, pattabe'na ri mammesang","Ayo, berkumpul, kita akan makan bersama.",Bahasa Nusantara,Makassar,,"Ayo, kumpulna, pattabe'na ri mammesang Ayo, berkumpul, kita akan makan bersama."
"Sebbari ri pohon, ri timbalang ri balano","Di bawah pohon itu, saya akan beristirahat sejenak.",Bahasa Nusantara,Makassar,,"Sebbari ri pohon, ri timbalang ri balano Di bawah pohon itu, saya akan beristirahat sejenak."
"Dadi' ri pammujung, na' ma'deppang","Kamu jangan keluar dulu, ada hujan.",Bahasa Nusantara,Makassar,,"Dadi' ri pammujung, na' ma'deppang Kamu jangan keluar dulu, ada hujan."
"Ma'bosara ri rupo, bulo' kappe'",Semua orang sedang berkumpul di tempat itu.,Bahasa Nusantara,Makassar,,"Ma'bosara ri rupo, bulo' kappe' Semua orang sedang berkumpul di tempat itu."
"Nareko, ijae ripettengngang",Saya ingin bertemu dengan Anda.,Bahasa Nusantara,Makassar,,"Nareko, ijae ripettengngang Saya ingin bertemu dengan Anda."
"Atto' manre' ri abang, passili' ri koda","Ayo ke depan, ada yang ingin berbicara denganmu.",Bahasa Nusantara,Makassar,,"Atto' manre' ri abang, passili' ri koda Ayo ke depan, ada yang ingin berbicara denganmu."
"Manengngi' ri pasandettong, ri tongke'",Saya akan pergi ke rumah teman.,Bahasa Nusantara,Makassar,,"Manengngi' ri pasandettong, ri tongke' Saya akan pergi ke rumah teman."
"Sinrila ri lawang, mappadeppang","Di rumah itu, kita akan mengadakan pertemuan.",Bahasa Nusantara,Makassar,,"Sinrila ri lawang, mappadeppang Di rumah itu, kita akan mengadakan pertemuan."
"Tadda' ri pacce' ri puang, napparesi' rianra","Jangan terlalu cepat, tunggu sebentar.",Bahasa Nusantara,Makassar,,"Tadda' ri pacce' ri puang, napparesi' rianra Jangan terlalu cepat, tunggu sebentar."
"Tedi' nasikopi, samaturu ri bulo'","Saya sedang minum kopi, nanti kita ketemu.",Bahasa Nusantara,Makassar,,"Tedi' nasikopi, samaturu ri bulo' Saya sedang minum kopi, nanti kita ketemu."
"Sogga’ na tau, patotoe' ri so'ona","Semua orang itu, suka membantu sesama.",Bahasa Nusantara,Makassar,,"Sogga’ na tau, patotoe' ri so'ona Semua orang itu, suka membantu sesama."
"Hasa' riano ri timbalang, ta’pa' mappabali",Bagaimana kabarnya? Saya ingin tahu.,Bahasa Nusantara,Makassar,,"Hasa' riano ri timbalang, ta’pa' mappabali Bagaimana kabarnya? Saya ingin tahu."
"Ittoromma riala, makkampa' ri wettu’","Mereka sedang istirahat, sedang makan.",Bahasa Nusantara,Makassar,,"Ittoromma riala, makkampa' ri wettu’ Mereka sedang istirahat, sedang makan."
"A'no lakka’, makkangngang ri wettu’","Saya pulang, sudah sampai rumah.",Bahasa Nusantara,Makassar,,"A'no lakka’, makkangngang ri wettu’ Saya pulang, sudah sampai rumah."
Tari Sajojo,"Tari Sajojo cukup terkenal di Indonesia. Tarian ini khas dengan tarian yang energik, keceriaan, dan penuh semangan. Umumnya, gerakan pada tariannya hanya melompat ke kanan, kiri, depan, dan belakang sesuai dengan iringan lagu sajojo.",Tarian Nusantara,Papua,,"Tari Sajojo Tari Sajojo cukup terkenal di Indonesia. Tarian ini khas dengan tarian yang energik, keceriaan, dan penuh semangan. Umumnya, gerakan pada tariannya hanya melompat ke kanan, kiri, depan, dan belakang sesuai dengan iringan lagu sajojo."
Tari Soanggi,"Tarian ini kental dengan hal mistis, sehingga sebelum memulainya, para penari melakukan ritual yang dipimpin oleh kepala suku terlebih dahulu. Gerakan tarian ini seperti menggambarkan peperangan antar penduduk yang menggunakan senjata busur dan anak panah dengan soanggi (makhluk jadi-jadian).",Tarian Nusantara,Papua,,"Tari Soanggi Tarian ini kental dengan hal mistis, sehingga sebelum memulainya, para penari melakukan ritual yang dipimpin oleh kepala suku terlebih dahulu. Gerakan tarian ini seperti menggambarkan peperangan antar penduduk yang menggunakan senjata busur dan anak panah dengan soanggi (makhluk jadi-jadian)."
Tari Awaijale Rilejale,Tarian ini adalah tarian tradisional suku sentani. Tarian ini menggambarkan keindahan danau sentani pada saat senja.,Tarian Nusantara,Papua,,Tari Awaijale Rilejale Tarian ini adalah tarian tradisional suku sentani. Tarian ini menggambarkan keindahan danau sentani pada saat senja.
Patung Asmat,"Patung ini terbuat dari kayu bakau yang diukir khas suku Asmat. Patung ini bukan hanya menampilkan nilai estetis,tetapi juga sebagai penghubung dengan arwah nenek moyang mereka.",Seni dan Kerajinan,Papua,,"Patung Asmat Patung ini terbuat dari kayu bakau yang diukir khas suku Asmat. Patung ini bukan hanya menampilkan nilai estetis,tetapi juga sebagai penghubung dengan arwah nenek moyang mereka."
Tas Noken,"Tas noken terbuat dari serat kulit kayu yang berfungsi sama seperti tas-tas lainnya, untuk membawa barang-barang kebutuhan. Cara menggunakan tas ini digunakan diatas kepala.",Seni dan Kerajinan,Papua,,"Tas Noken Tas noken terbuat dari serat kulit kayu yang berfungsi sama seperti tas-tas lainnya, untuk membawa barang-barang kebutuhan. Cara menggunakan tas ini digunakan diatas kepala."
Kain Tenun Papua,Kain tenun Papua menjadi bagian penting pada upacara keagamaan dan upacara adat. Kain tenun ini memiliki corak yang memancarkan cinta kasih manusia dengan alam sekitar.,Seni dan Kerajinan,Papua,,Kain Tenun Papua Kain tenun Papua menjadi bagian penting pada upacara keagamaan dan upacara adat. Kain tenun ini memiliki corak yang memancarkan cinta kasih manusia dengan alam sekitar.
Bakar Batu,"Upacara Bakar Batu biasa digunakan untuk banyak hal, terutama pernikahan, kematian, penyambutan tamu besar, dan juga digunakan saat terjadi perdamaian setelah perang antarsuku. Makna dari upacara ini sebagai rasa syukur dan juga ajang berkumpul.",Tradisi Nusantara,Papua,,"Bakar Batu Upacara Bakar Batu biasa digunakan untuk banyak hal, terutama pernikahan, kematian, penyambutan tamu besar, dan juga digunakan saat terjadi perdamaian setelah perang antarsuku. Makna dari upacara ini sebagai rasa syukur dan juga ajang berkumpul."
Wor,Upacara Wor memiliki makna religi. Upacara ini mengandung nilai-nilai budaya yang mengatur antara hubungan manusia dengan sang pencipta. ,Tradisi Nusantara,Papua,,Wor Upacara Wor memiliki makna religi. Upacara ini mengandung nilai-nilai budaya yang mengatur antara hubungan manusia dengan sang pencipta. 
Kiuturu Nandaw,Upacara ini biasa juga disebut kakarukrorbun. Upacara Kiuturu Nandauw adalah upacara potong rambut pertama kali pada anak berusia 5 tahun.,Tradisi Nusantara,Papua,,Kiuturu Nandaw Upacara ini biasa juga disebut kakarukrorbun. Upacara Kiuturu Nandauw adalah upacara potong rambut pertama kali pada anak berusia 5 tahun.
Sanapen,"Sanapen adalah prosesi pertama pada tahap perkawinan, atau biasa kita sebut lamaran. Sanapen digunakan oleh suku biak yang menjodohkan anak-anak mereka ketika masih dibawah umur.",Tradisi Nusantara,Papua,,"Sanapen Sanapen adalah prosesi pertama pada tahap perkawinan, atau biasa kita sebut lamaran. Sanapen digunakan oleh suku biak yang menjodohkan anak-anak mereka ketika masih dibawah umur."
